@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread.value,freetoreadLabel.value,prism:issn,pii,prism:issueIdentifier,prism:isbn,pubmed-id,@_fa,affilname,affiliation-city,affiliation-country,language,year,main_author
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115131500'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115131500?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115131500&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115131500&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0740624X21000629'}]",https://api.elsevier.com/content/abstract/scopus_id/85115131500,SCOPUS_ID:85115131500,2-s2.0-85115131500,"Big data analytics, resource orchestration, and digital sustainability: A case study of smart city development",Zhang D.,Government Information Quarterly,,39,,2022-01-01,January 2022,10.1016/j.giq.2021.101626,69,Journal,ar,Article,101626,14735,0,False,,,0740624X,S0740624X21000629,1,,,true,Nankai University Business School,Tianjin,China,en,2022,Zhang D.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85114032101'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85114032101?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114032101&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114032101&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85114032101,SCOPUS_ID:85114032101,2-s2.0-85114032101,"Towards sustainability evaluation of urban landscapes using big data: a case study of Israel’s architecture, engineering and construction industry",Yoffe H.,Landscape Research,14699710,47,49-67,2022-01-01,2022,10.1080/01426397.2021.1970123,18,Journal,ar,Article,,90549,0,False,,,01426397,,1,,,true,Technion - Israel Institute of Technology,Haifa,Israel,en,2022,Yoffe H.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110520191'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110520191?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110520191&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110520191&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85110520191,SCOPUS_ID:85110520191,2-s2.0-85110520191,Factors affecting bike-sharing system demand by inferred trip purpose: Integration of clustering of travel patterns and geospatial data analysis,Lee M.,International Journal of Sustainable Transportation,15568334,16,847-860,2022-01-01,2022,10.1080/15568318.2021.1943076,16,Journal,ar,Article,,19400158456,0,False,,,15568318,,9,,,true,Ewha Womans University,Seoul,South Korea,en,2022,Lee M.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85122297149'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85122297149?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122297149&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122297149&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85122297149,SCOPUS_ID:85122297149,2-s2.0-85122297149,Big urban data visualization approaches within the smart city: Gis-based open-source dashboard example,Bovkir R.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,46,125-130,2021-12-23,23 December 2021,10.5194/isprs-Archives-XLVI-4-W5-2021-125-2021,6,Conference Proceeding,cp,Conference Paper,,21100248929,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",16821750,,4/W5-2021,,,true,Gebze Teknik Üniversitesi,Gebze,Turkey,en,2021,Bovkir R.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85150974478'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85150974478?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150974478&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150974478&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85150974478,SCOPUS_ID:85150974478,2-s2.0-85150974478,The core academic and scientific disciplines underlying data-driven smart sustainable urbanism: an interdisciplinary and transdisciplinary framework,Bibri S.E.,Computational Urban Science,27306852,1,,2021-12-01,December 2021,10.1007/s43762-021-00001-2,22,Journal,re,Review,1,21101142737,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,1,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2021,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85150947579'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85150947579?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150947579&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150947579&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85150947579,SCOPUS_ID:85150947579,2-s2.0-85150947579,Emerging geo-data sources to reveal human mobility dynamics during COVID-19 pandemic: opportunities and challenges,Li X.,Computational Urban Science,27306852,1,,2021-12-01,December 2021,10.1007/s43762-021-00022-x,19,Journal,ar,Article,22,21101142737,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]",,,1,,,true,Texas Transportation Institute,College Station,United States,en,2021,Li X.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85124474600'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85124474600?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124474600&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124474600&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S266709172100008X'}]",https://api.elsevier.com/content/abstract/scopus_id/85124474600,SCOPUS_ID:85124474600,2-s2.0-85124474600,Main challenges and opportunities to dynamic road space allocation: From static to dynamic urban designs,Valença G.,Journal of Urban Mobility,26670917,1,,2021-12-01,December 2021,10.1016/j.urbmob.2021.100008,15,Journal,ar,Article,100008,21101190429,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,S266709172100008X,,,,true,CERIS – Civil Engineering Research and Innovation for Sustainability,Lisbon,Portugal,en,2021,Valença G.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120771915'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85120771915?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120771915&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120771915&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85120771915,SCOPUS_ID:85120771915,2-s2.0-85120771915,Could government data openness enhance urban innovation capability? An evaluation based on multistage did method,Luo Y.,Sustainability (Switzerland),20711050,13,,2021-12-01,December-1 2021,10.3390/su132313495,7,Journal,ar,Article,13495,21100240100,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,23,,,true,School of Management and Economics of UESTC,Chengdu,China,en,2021,Luo Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85119063489'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85119063489?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119063489&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119063489&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2666683921000717'}]",https://api.elsevier.com/content/abstract/scopus_id/85119063489,SCOPUS_ID:85119063489,2-s2.0-85119063489,Spatiotemporal patterns and influencing factors of human migration networks in China during COVID-19,Lu D.,Geography and Sustainability,26666839,2,264-274,2021-12-01,December 2021,10.1016/j.geosus.2021.10.001,15,Journal,ar,Article,,21101034454,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",20967438,S2666683921000717,4,,,true,Zhejiang University,Hangzhou,China,en,2021,Lu D.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118861197'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85118861197?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118861197&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118861197&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85118861197,SCOPUS_ID:85118861197,2-s2.0-85118861197,Population Spatial Distribution Based on Luojia 1–01 Nighttime Light Image: A Case Study of Beijing,Sun L.,Chinese Geographical Science,1993064X,31,966-978,2021-12-01,December 2021,10.1007/s11769-021-1240-6,11,Journal,ar,Article,,25202,1,True,"[{'$': 'all'}, {'$': 'publisherhybridgold'}]","[{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]",10020063,,6,,,true,Beijing Forestry University,Beijing,China,en,2021,Sun L.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85116806518'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85116806518?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116806518&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116806518&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85116806518,SCOPUS_ID:85116806518,2-s2.0-85116806518,The underlying components of data-driven smart sustainable cities of the future: a case study approach to an applied theoretical framework,Bibri S.E.,European Journal of Futures Research,21952248,9,,2021-12-01,December 2021,10.1186/s40309-021-00182-3,15,Journal,ar,Article,13,21100850750,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",21954194,,1,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2021,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85116028440'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85116028440?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116028440&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116028440&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670721006594'}]",https://api.elsevier.com/content/abstract/scopus_id/85116028440,SCOPUS_ID:85116028440,2-s2.0-85116028440,RnR-SMART: Resilient smart city evacuation plan based on road network reconfiguration in outbreak response,Kim J.,Sustainable Cities and Society,,75,,2021-12-01,December 2021,10.1016/j.scs.2021.103386,10,Journal,ar,Article,103386,19700194105,1,True,"[{'$': 'all'}, {'$': 'publisherhybridgold'}]","[{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]",22106707,S2210670721006594,,,,true,Chung-Ang University,Seoul,South Korea,en,2021,Kim J.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115294604'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115294604?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115294604&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115294604&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0264837721004853'}]",https://api.elsevier.com/content/abstract/scopus_id/85115294604,SCOPUS_ID:85115294604,2-s2.0-85115294604,Quantifying physical and psychological perceptions of urban scenes using deep learning,Zhang Y.,Land Use Policy,,111,,2021-12-01,December 2021,10.1016/j.landusepol.2021.105762,29,Journal,ar,Article,105762,14500,0,False,,,02648377,S0264837721004853,,,,true,Research Center for Eco-Environmental Sciences Chinese Academy of Sciences,Beijing,China,en,2021,Zhang Y.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115223549'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85115223549?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115223549&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115223549&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85115223549,SCOPUS_ID:85115223549,2-s2.0-85115223549,Data-driven smart eco-cities and sustainable integrated districts: A best-evidence synthesis approach to an extensive literature review,Bibri S.E.,European Journal of Futures Research,21952248,9,,2021-12-01,December 2021,10.1186/s40309-021-00181-4,39,Journal,re,Review,16,21100850750,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",21954194,,1,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2021,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85113914196'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85113914196?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113914196&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113914196&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670721005540'}]",https://api.elsevier.com/content/abstract/scopus_id/85113914196,SCOPUS_ID:85113914196,2-s2.0-85113914196,What makes a city ‘smart’ in the Anthropocene? A critical review of smart cities under climate change,Obringer R.,Sustainable Cities and Society,,75,,2021-12-01,December 2021,10.1016/j.scs.2021.103278,49,Journal,re,Review,103278,19700194105,1,True,"[{'$': 'all'}, {'$': 'publisherfree2read'}]","[{'$': 'All Open Access'}, {'$': 'Bronze'}]",22106707,S2210670721005540,,,,true,National Socio-Environmental Synthesis Center (SESYNC),College Park,United States,en,2021,Obringer R.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85053319779'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85053319779?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053319779&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053319779&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85053319779,SCOPUS_ID:85053319779,2-s2.0-85053319779,Urban Informatics in the Science and Practice of Planning,Kontokosta C.E.,Journal of Planning Education and Research,15526577,41,382-395,2021-12-01,December 2021,10.1177/0739456X18793716,47,Journal,ar,Article,,13928,1,True,"[{'$': 'all'}, {'$': 'publisherfree2read'}]","[{'$': 'All Open Access'}, {'$': 'Bronze'}]",0739456X,,4,,,true,New York University,New York,United States,en,2021,Kontokosta C.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117725170'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85117725170?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117725170&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117725170&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85117725170,SCOPUS_ID:85117725170,2-s2.0-85117725170,Fuel consumption monitoring through copert model—a case study for urban sustainability,Ali M.,Sustainability (Switzerland),20711050,13,,2021-11-01,November-1 2021,10.3390/su132111614,13,Journal,ar,Article,11614,21100240100,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,21,,,true,National University of Sciences and Technology,Islamabad,Pakistan,en,2021,Ali M.
